Subfolder,Code_Number,Test_Passed,Error
basic3,2,Fail,"mistral-FT-temp05\basic3_2:5: error: reg pos; cannot be driven by primitives or continuous assignment.
1 error(s) during elaboration."
basic3,3,Fail,"mistral-FT-temp05\basic3_3:20: warning: Numeric constant truncated to 3 bits.
mistral-FT-temp05\basic3_3:21: warning: Numeric constant truncated to 3 bits.
mistral-FT-temp05\basic3_3:22: warning: Numeric constant truncated to 3 bits.
mistral-FT-temp05\basic3_3:23: warning: Numeric constant truncated to 3 bits.
mistral-FT-temp05\basic3_3:24: warning: Numeric constant truncated to 3 bits.
mistral-FT-temp05\basic3_3:25: warning: Numeric constant truncated to 3 bits.
mistral-FT-temp05\basic3_3:26: warning: Numeric constant truncated to 3 bits.
mistral-FT-temp05\basic3_3:27: warning: Numeric constant truncated to 3 bits.
mistral-FT-temp05\basic3_3:29: syntax error
I give up."
basic4,1,No,
basic4,2,No,
basic4,3,Yes,
intermediate1,1,Yes,
intermediate1,2,Yes,
intermediate1,3,No,
intermediate2,1,Fail,"mistral-FT-temp05\intermediate2_1:46: syntax error
I give up."
intermediate2,2,Fail,"mistral-FT-temp05\intermediate2_2:47: syntax error
I give up."
intermediate2,3,Fail,"mistral-FT-temp05\intermediate2_3:8: syntax error
mistral-FT-temp05\intermediate2_3:12: error: invalid module item.
mistral-FT-temp05\intermediate2_3:13: syntax error
mistral-FT-temp05\intermediate2_3:14: error: invalid module item."
intermediate3,1,Fail,"mistral-FT-temp05\intermediate3_1:20: syntax error
I give up."
intermediate3,2,Fail,"mistral-FT-temp05\intermediate3_2:10: error: r_next is not a valid l-value in tb_lfsr.UUT.
mistral-FT-temp05\intermediate3_2:7:      : r_next is declared here as wire.
1 error(s) during elaboration."
intermediate3,3,No,
intermediate4,1,Fail,"mistral-FT-temp05\intermediate4_1:10: syntax error
mistral-FT-temp05\intermediate4_1:10: error: Invalid module instantiation
mistral-FT-temp05\intermediate4_1:13: error: invalid module item.
mistral-FT-temp05\intermediate4_1:14: syntax error
mistral-FT-temp05\intermediate4_1:17: error: invalid module item."
intermediate4,2,Fail,"mistral-FT-temp05\intermediate4_2:9: syntax error
mistral-FT-temp05\intermediate4_2:9: error: Invalid module instantiation
mistral-FT-temp05\intermediate4_2:12: error: invalid module item.
mistral-FT-temp05\intermediate4_2:13: syntax error
mistral-FT-temp05\intermediate4_2:16: error: invalid module item."
intermediate4,3,No,
intermediate5,1,Fail,"mistral-FT-temp05\intermediate5_1:18: syntax error
I give up."
intermediate5,2,No,
intermediate5,3,Fail,"mistral-FT-temp05\intermediate5_3:20: syntax error
mistral-FT-temp05\intermediate5_3:24: error: invalid module item.
mistral-FT-temp05\intermediate5_3:25: syntax error
mistral-FT-temp05\intermediate5_3:26: error: invalid module item.
mistral-FT-temp05\intermediate5_3:27: syntax error
I give up."
intermediate6,1,Fail,"mistral-FT-temp05\intermediate6_1:9: error: q is not a valid l-value in tb_ram.UUT.
mistral-FT-temp05\intermediate6_1:2:      : q is declared here as wire.
1 error(s) during elaboration."
intermediate6,2,Fail,"mistral-FT-temp05\intermediate6_2:8: syntax error
I give up."
intermediate6,3,Yes,
intermediate7,1,Fail,"mistral-FT-temp05\intermediate7_1:43: syntax error
I give up."
intermediate7,2,Fail,"mistral-FT-temp05\intermediate7_2:39: error: Increment/decrement operator requires SystemVerilog.
mistral-FT-temp05\intermediate7_2:40: syntax error
mistral-FT-temp05\intermediate7_2:40: error: Invalid module instantiation"
intermediate7,3,Fail,"mistral-FT-temp05\intermediate7_3:39: error: Increment/decrement operator requires SystemVerilog.
mistral-FT-temp05\intermediate7_3:40: syntax error
mistral-FT-temp05\intermediate7_3:40: error: Invalid module instantiation"
intermediate8,1,Fail,"mistral-FT-temp05\intermediate8_1:4: syntax error
mistral-FT-temp05\intermediate8_1:9: error: invalid module item."
intermediate8,2,No,
intermediate8,3,No,
