Subfolder,Code_Number,Test_Passed,Error
intermediate2,1,Fail,"Llama3-8b-fine-tuned-good_1\intermediate2_1:8: syntax error
Llama3-8b-fine-tuned-good_1\intermediate2_1:8: error: Invalid module instantiation
Llama3-8b-fine-tuned-good_1\intermediate2_1:12: error: invalid module item.
Llama3-8b-fine-tuned-good_1\intermediate2_1:13: syntax error
Llama3-8b-fine-tuned-good_1\intermediate2_1:17: error: invalid module item.
Llama3-8b-fine-tuned-good_1\intermediate2_1:18: syntax error
Llama3-8b-fine-tuned-good_1\intermediate2_1:19: error: invalid module item.
Llama3-8b-fine-tuned-good_1\intermediate2_1:20: syntax error
Llama3-8b-fine-tuned-good_1\intermediate2_1:24: error: invalid module item.
Llama3-8b-fine-tuned-good_1\intermediate2_1:25: syntax error
Llama3-8b-fine-tuned-good_1\intermediate2_1:26: error: invalid module item.
Llama3-8b-fine-tuned-good_1\intermediate2_1:27: syntax error
I give up."
intermediate2,2,Yes,
intermediate2,3,Yes,
intermediate3,1,Fail,"Llama3-8b-fine-tuned-good_1\intermediate3_1:13: error: r_next is not a valid l-value in tb_lfsr.UUT.
Llama3-8b-fine-tuned-good_1\intermediate3_1:7:      : r_next is declared here as wire.
Llama3-8b-fine-tuned-good_1\intermediate3_1:14: error: r_next['sd4] is not a valid l-value in tb_lfsr.UUT.
Llama3-8b-fine-tuned-good_1\intermediate3_1:7:      : r_next['sd4] is declared here as wire.
2 error(s) during elaboration."
intermediate3,2,Fail,"Llama3-8b-fine-tuned-good_1\intermediate3_2:10: error: r_next is not a valid l-value in tb_lfsr.UUT.
Llama3-8b-fine-tuned-good_1\intermediate3_2:7:      : r_next is declared here as wire.
Llama3-8b-fine-tuned-good_1\intermediate3_2:11: error: feedback_value is not a valid l-value in tb_lfsr.UUT.
Llama3-8b-fine-tuned-good_1\intermediate3_2:8:      : feedback_value is declared here as wire.
2 error(s) during elaboration."
intermediate3,3,No,
intermediate4,1,Fail,"Llama3-8b-fine-tuned-good_1\intermediate4_1:4: syntax error
Llama3-8b-fine-tuned-good_1\intermediate4_1:4: error: Invalid module instantiation
Llama3-8b-fine-tuned-good_1\intermediate4_1:7: error: invalid module item.
Llama3-8b-fine-tuned-good_1\intermediate4_1:8: syntax error
Llama3-8b-fine-tuned-good_1\intermediate4_1:13: error: invalid module item.
Llama3-8b-fine-tuned-good_1\intermediate4_1:14: syntax error
Llama3-8b-fine-tuned-good_1\intermediate4_1:14: error: Invalid module instantiation
Llama3-8b-fine-tuned-good_1\intermediate4_1:16: error: invalid module item.
Llama3-8b-fine-tuned-good_1\intermediate4_1:17: syntax error
Llama3-8b-fine-tuned-good_1\intermediate4_1:17: error: Invalid module instantiation
I give up."
intermediate4,2,Fail,"Llama3-8b-fine-tuned-good_1\intermediate4_2:4: syntax error
Llama3-8b-fine-tuned-good_1\intermediate4_2:4: error: Invalid module instantiation
Llama3-8b-fine-tuned-good_1\intermediate4_2:7: error: invalid module item.
Llama3-8b-fine-tuned-good_1\intermediate4_2:8: syntax error
Llama3-8b-fine-tuned-good_1\intermediate4_2:13: error: invalid module item.
Llama3-8b-fine-tuned-good_1\intermediate4_2:14: syntax error
Llama3-8b-fine-tuned-good_1\intermediate4_2:15: error: invalid module item.
Llama3-8b-fine-tuned-good_1\intermediate4_2:16: syntax error
Llama3-8b-fine-tuned-good_1\intermediate4_2:19: error: invalid module item."
intermediate4,3,Fail,"Llama3-8b-fine-tuned-good_1\intermediate4_3:3: syntax error
Llama3-8b-fine-tuned-good_1\intermediate4_3:3: error: Invalid module instantiation
Llama3-8b-fine-tuned-good_1\intermediate4_3:6: error: invalid module item.
Llama3-8b-fine-tuned-good_1\intermediate4_3:7: syntax error
Llama3-8b-fine-tuned-good_1\intermediate4_3:12: error: invalid module item.
Llama3-8b-fine-tuned-good_1\intermediate4_3:13: syntax error
Llama3-8b-fine-tuned-good_1\intermediate4_3:13: error: Invalid module instantiation
Llama3-8b-fine-tuned-good_1\intermediate4_3:15: error: invalid module item.
Llama3-8b-fine-tuned-good_1\intermediate4_3:16: syntax error
Llama3-8b-fine-tuned-good_1\intermediate4_3:16: error: Invalid module instantiation
I give up."
intermediate5,1,Fail,"Llama3-8b-fine-tuned-good_1\intermediate5_1:9: error: reg out; cannot be driven by primitives or continuous assignment.
1 error(s) during elaboration."
intermediate5,2,Fail,"Llama3-8b-fine-tuned-good_1\intermediate5_2:10: syntax error
Llama3-8b-fine-tuned-good_1\intermediate5_2:10: error: malformed statement
Llama3-8b-fine-tuned-good_1\intermediate5_2:11: syntax error
Llama3-8b-fine-tuned-good_1\intermediate5_2:11: error: Invalid module instantiation
I give up."
intermediate5,3,Fail,"Llama3-8b-fine-tuned-good_1\intermediate5_3:13: error: amount is not a valid l-value in tb_left_rotate.UUT.
Llama3-8b-fine-tuned-good_1\intermediate5_3:1:      : amount is declared here as wire.
1 error(s) during elaboration."
intermediate6,1,Fail,"Llama3-8b-fine-tuned-good_1\intermediate6_1:8: error: q is not a valid l-value in tb_ram.UUT.
Llama3-8b-fine-tuned-good_1\intermediate6_1:2:      : q is declared here as wire.
1 error(s) during elaboration."
intermediate6,2,Fail,"Llama3-8b-fine-tuned-good_1\intermediate6_2:7: error: q is not a valid l-value in tb_ram.UUT.
Llama3-8b-fine-tuned-good_1\intermediate6_2:2:      : q is declared here as wire.
1 error(s) during elaboration."
intermediate6,3,Fail,"Llama3-8b-fine-tuned-good_1\intermediate6_3:7: error: q is not a valid l-value in tb_ram.UUT.
Llama3-8b-fine-tuned-good_1\intermediate6_3:2:      : q is declared here as wire.
1 error(s) during elaboration."
intermediate7,1,Fail,"Llama3-8b-fine-tuned-good_1\intermediate7_1:39: error: Increment/decrement operator requires SystemVerilog.
Llama3-8b-fine-tuned-good_1\intermediate7_1:40: syntax error
Llama3-8b-fine-tuned-good_1\intermediate7_1:40: error: Invalid module instantiation"
intermediate7,2,Fail,"Llama3-8b-fine-tuned-good_1\intermediate7_2:40: error: Increment/decrement operator requires SystemVerilog.
Llama3-8b-fine-tuned-good_1\intermediate7_2:41: syntax error
Llama3-8b-fine-tuned-good_1\intermediate7_2:41: error: Invalid module instantiation"
intermediate7,3,Fail,"Llama3-8b-fine-tuned-good_1\intermediate7_3:39: error: Increment/decrement operator requires SystemVerilog.
Llama3-8b-fine-tuned-good_1\intermediate7_3:40: syntax error
Llama3-8b-fine-tuned-good_1\intermediate7_3:40: error: Invalid module instantiation"
intermediate8,1,No,
intermediate8,2,No,
intermediate8,3,No,
